Label	Power	Voltage	Voltage(2)	Temp	Temp(2)	Voltage(3)
Units	V	µmol/m2s	ppm	deg C	deg C	ppt
15.01.2018 05:47:40	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:47:45	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:47:50	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:47:55	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:48:00	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:48:05	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:48:10	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:48:15	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:48:20	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:48:25	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:48:30	8,8	-3	-9,0	#NAN	-7,0	-0,2
15.01.2018 05:48:35	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:48:40	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:48:45	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:48:50	8,8	-3	-9,0	#NAN	-7,0	-0,2
15.01.2018 05:48:55	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:49:00	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:49:05	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:49:10	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:49:15	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:49:20	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:49:25	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:49:30	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:49:35	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:49:40	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:49:45	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:49:50	8,8	-3	-9,0	#NAN	-7,0	-0,2
15.01.2018 05:49:55	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:50:00	8,8	-3	-9,0	#NAN	-7,0	-0,2
15.01.2018 05:50:05	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:50:10	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:50:15	8,8	-3	-8,9	#NAN	-7,0	-0,2
15.01.2018 05:50:20	8,8	-3	-8,9	#NAN	-7,0	-0,2
